Area,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Brazil,2002,30559,1761.0,145552.0,21.3
Brazil,2002,30559,1761.0,145552.0,19.09
Brazil,2002,30559,1761.0,145552.0,19.09
Brazil,2002,30559,1761.0,145552.0,27.85
Brazil,2002,30559,1761.0,145552.0,21.3
Brazil,2002,30559,1761.0,145552.0,27.27
Brazil,2002,30559,1761.0,145552.0,19.49
Brazil,2002,30559,1761.0,145552.0,26.01
Brazil,2002,30559,1761.0,145552.0,25.18
Brazil,2002,30559,1761.0,145552.0,25.56
Brazil,2004,33671,1761.0,214725.0,21.59
Brazil,2004,33671,1761.0,214725.0,20.05
Brazil,2004,33671,1761.0,214725.0,17.88
Brazil,2004,33671,1761.0,214725.0,17.88
Brazil,2004,33671,1761.0,214725.0,27.72
Brazil,2004,33671,1761.0,214725.0,20.05
Brazil,2004,33671,1761.0,214725.0,27.24
Brazil,2004,33671,1761.0,214725.0,18.75
Brazil,2004,33671,1761.0,214725.0,25.94
Brazil,2004,33671,1761.0,214725.0,24.24
Brazil,2004,33671,1761.0,214725.0,25.37
Brazil,2005,30403,1761.0,232232.0,22.05
Brazil,2005,30403,1761.0,232232.0,20.78
Brazil,2005,30403,1761.0,232232.0,18.53
Brazil,2005,30403,1761.0,232232.0,18.53
Brazil,2005,30403,1761.0,232232.0,28.17
Brazil,2005,30403,1761.0,232232.0,20.78
Brazil,2005,30403,1761.0,232232.0,27.6
Brazil,2005,30403,1761.0,232232.0,19.42
Brazil,2005,30403,1761.0,232232.0,26.27
Brazil,2005,30403,1761.0,232232.0,24.79
Brazil,2005,30403,1761.0,232232.0,25.7
Brazil,2006,33823,1761.0,238716.0,21.82
Brazil,2006,33823,1761.0,238716.0,20.6
Brazil,2006,33823,1761.0,238716.0,18.47
Brazil,2006,33823,1761.0,238716.0,18.47
Brazil,2006,33823,1761.0,238716.0,27.76
Brazil,2006,33823,1761.0,238716.0,20.6
Brazil,2006,33823,1761.0,238716.0,27.34
Brazil,2006,33823,1761.0,238716.0,19.35
Brazil,2006,33823,1761.0,238716.0,26.26
Brazil,2006,33823,1761.0,238716.0,24.57
Brazil,2006,33823,1761.0,238716.0,25.41
Brazil,2007,37852,1761.0,304031.0,22.19
Brazil,2007,37852,1761.0,304031.0,20.93
Brazil,2007,37852,1761.0,304031.0,18.66
Brazil,2007,37852,1761.0,304031.0,18.66
Brazil,2007,37852,1761.0,304031.0,27.92
Brazil,2007,37852,1761.0,304031.0,20.93
Brazil,2007,37852,1761.0,304031.0,27.32
Brazil,2007,37852,1761.0,304031.0,19.05
Brazil,2007,37852,1761.0,304031.0,25.95
Brazil,2007,37852,1761.0,304031.0,24.78
Brazil,2007,37852,1761.0,304031.0,25.44
Brazil,2008,40800,1761.0,312637.0,21.86
Brazil,2008,40800,1761.0,312637.0,20.22
Brazil,2008,40800,1761.0,312637.0,17.88
Brazil,2008,40800,1761.0,312637.0,17.88
Brazil,2008,40800,1761.0,312637.0,27.54
Brazil,2008,40800,1761.0,312637.0,20.22
Brazil,2008,40800,1761.0,312637.0,26.94
Brazil,2008,40800,1761.0,312637.0,18.8
Brazil,2008,40800,1761.0,312637.0,25.96
Brazil,2008,40800,1761.0,312637.0,24.26
Brazil,2008,40800,1761.0,312637.0,25.54
Brazil,2009,37145,1761.0,335742.0,22.25
Brazil,2009,37145,1761.0,335742.0,20.78
Brazil,2009,37145,1761.0,335742.0,18.38
Brazil,2009,37145,1761.0,335742.0,18.38
Brazil,2009,37145,1761.0,335742.0,27.39
Brazil,2009,37145,1761.0,335742.0,20.78
Brazil,2009,37145,1761.0,335742.0,27.39
Brazil,2009,37145,1761.0,335742.0,18.84
Brazil,2009,37145,1761.0,335742.0,26.3
Brazil,2009,37145,1761.0,335742.0,24.98
Brazil,2009,37145,1761.0,335742.0,26.0
Brazil,2010,43667,1761.0,342580.0,22.12
Brazil,2010,43667,1761.0,342580.0,20.72
Brazil,2010,43667,1761.0,342580.0,18.18
Brazil,2010,43667,1761.0,342580.0,18.18
Brazil,2010,43667,1761.0,342580.0,28.18
Brazil,2010,43667,1761.0,342580.0,20.72
Brazil,2010,43667,1761.0,342580.0,27.56
Brazil,2010,43667,1761.0,342580.0,19.01
Brazil,2010,43667,1761.0,342580.0,26.3
Brazil,2010,43667,1761.0,342580.0,24.95
Brazil,2010,43667,1761.0,342580.0,25.78
Brazil,2011,42107,1761.0,345026.0,21.74
Brazil,2011,42107,1761.0,345026.0,20.33
Brazil,2011,42107,1761.0,345026.0,18.01
Brazil,2011,42107,1761.0,345026.0,18.01
Brazil,2011,42107,1761.0,345026.0,27.36
Brazil,2011,42107,1761.0,345026.0,20.33
Brazil,2011,42107,1761.0,345026.0,27.29
Brazil,2011,42107,1761.0,345026.0,18.82
Brazil,2011,42107,1761.0,345026.0,25.89
Brazil,2011,42107,1761.0,345026.0,24.32
Brazil,2011,42107,1761.0,345026.0,25.28
Brazil,2012,50057,1761.0,346583.0,22.16
Brazil,2012,50057,1761.0,346583.0,21.02
Brazil,2012,50057,1761.0,346583.0,18.8
Brazil,2012,50057,1761.0,346583.0,18.8
Brazil,2012,50057,1761.0,346583.0,28.21
Brazil,2012,50057,1761.0,346583.0,21.02
Brazil,2012,50057,1761.0,346583.0,27.34
Brazil,2012,50057,1761.0,346583.0,19.72
Brazil,2012,50057,1761.0,346583.0,26.13
Brazil,2012,50057,1761.0,346583.0,24.84
Brazil,2012,50057,1761.0,346583.0,25.65
Brazil,2013,52536,1761.0,367778.0,21.59
Brazil,2013,52536,1761.0,367778.0,20.07
Brazil,2013,52536,1761.0,367778.0,17.57
Brazil,2013,52536,1761.0,367778.0,17.57
Brazil,2013,52536,1761.0,367778.0,27.71
Brazil,2013,52536,1761.0,367778.0,20.07
Brazil,2013,52536,1761.0,367778.0,27.11
Brazil,2013,52536,1761.0,367778.0,17.84
Brazil,2013,52536,1761.0,367778.0,26.4
Brazil,2013,52536,1761.0,367778.0,25.19
Brazil,2013,52536,1761.0,367778.0,26.14
Bulgaria,1990,28771,608.0,3906.0,9.51
Bulgaria,1991,49551,608.0,3906.0,8.14
Bulgaria,1992,28128,608.0,3906.0,9.07
Bulgaria,1993,18609,608.0,3777.25,9.0
Bulgaria,1994,28056,608.0,3648.5,10.23
Bulgaria,1995,38237,608.0,3519.75,8.69
Bulgaria,1996,21810,608.0,3391.0,8.44
Bulgaria,1997,35782,608.0,3262.25,8.26
Bulgaria,1998,27318,608.0,3133.5,9.16
Bulgaria,1999,38239,608.0,3004.75,9.67
Bulgaria,2000,17239,608.0,2876.0,9.9
Bulgaria,2001,24713,608.0,2747.25,9.55
Bulgaria,2002,42364,608.0,2618.5,9.6
Bulgaria,2004,55400,608.0,2361.0,9.18
Bulgaria,2005,53085,608.0,2232.25,8.58
Bulgaria,2006,45328,608.0,2103.5,9.08
Bulgaria,2007,61244,608.0,1974.75,10.23
Bulgaria,2008,41548,608.0,1846.0,9.9
Bulgaria,2009,47071,608.0,1717.25,9.74
Bulgaria,2010,62512,608.0,1588.5,9.65
Bulgaria,2011,55310,608.0,1459.75,9.17
Bulgaria,2012,36800,608.0,1331.0,9.99
Bulgaria,2013,63943,608.0,1197.0,11.26
Burkina Faso,1990,14612,748.0,29.1,28.77
Burkina Faso,1991,16868,748.0,29.1,28.4
Burkina Faso,1992,15238,748.0,29.1,28.06
Burkina Faso,1993,13722,748.0,17.0,28.58
Burkina Faso,1994,16042,748.0,6.0,28.0
Burkina Faso,1995,11441,748.0,3.04,28.46
Burkina Faso,1996,15521,748.0,39.16,28.74
Burkina Faso,1997,15185,748.0,75.29,28.52
Burkina Faso,1998,13919,748.0,111.41,28.95
Burkina Faso,1999,16241,748.0,93.43,28.45
Burkina Faso,2000,17543,748.0,75.44,28.6
Burkina Faso,2001,18115,748.0,57.46,28.77
Burkina Faso,2002,17381,748.0,39.47,28.97
Burkina Faso,2004,12666,748.0,1.28,28.9
Burkina Faso,2005,18058,748.0,92.21,29.18
Burkina Faso,2006,19444,748.0,109.24,28.92
Burkina Faso,2007,11736,748.0,292.05,28.96
Burkina Faso,2008,16662,748.0,190.92,28.4
Burkina Faso,2009,15286,748.0,132.3,29.05
Burkina Faso,2010,14342,748.0,442.89,29.17
Burkina Faso,2011,15356,748.0,843.0,29.03
Burkina Faso,2012,18386,748.0,843.0,28.67
Burkina Faso,2013,17353,748.0,843.0,29.41
Burundi,1990,13540,1274.0,92.08,21.15
Burundi,1991,13887,1274.0,92.08,20.97
Burundi,1992,14218,1274.0,92.08,21.31
Burundi,1993,14342,1274.0,96.99,21.17
Burundi,1994,12276,1274.0,84.45,21.25
Burundi,1995,12752,1274.0,144.2,21.55
Burundi,1996,13133,1274.0,207.1,21.18
Burundi,1997,12608,1274.0,117.56,21.51
Burundi,1998,11463,1274.0,107.29,21.56
Burundi,1999,11192,1274.0,150.24,21.01
Burundi,2000,10521,1274.0,109.87,21.32
Burundi,2001,10817,1274.0,72.56,21.24
Burundi,2002,10931,1274.0,98.1,21.45
Burundi,2004,10807,1274.0,508.26,21.71
Burundi,2005,10833,1274.0,304.83,22.29
Burundi,2006,10159,1274.0,190.51,21.83
Burundi,2007,10244,1274.0,412.66,21.28
Burundi,2008,10041,1274.0,456.44,21.29
Burundi,2009,10032,1274.0,177.75,21.42
Burundi,2010,10511,1274.0,264.53,21.75
Burundi,2011,11023,1274.0,75.64,21.23
Burundi,2012,11763,1274.0,98.59,21.44
Burundi,2013,13218,1274.0,956.06,21.53
Cameroon,1990,18543,1604.0,450.01,25.08
Cameroon,1991,19800,1604.0,99.09,24.99
Cameroon,1992,13974,1604.0,1137.56,24.6
Cameroon,1993,11267,1604.0,774.49,24.9
Cameroon,1994,11644,1604.0,411.42,24.93
Cameroon,1995,15450,1604.0,48.35,25.21
Cameroon,1996,18750,1604.0,180.08,25.0
Cameroon,1997,20267,1604.0,630.12,24.98
Cameroon,1998,18911,1604.0,258.02,25.66
Cameroon,1999,25907,1604.0,653.0,24.97
Cameroon,2000,24615,1604.0,545.0,24.88
Cameroon,2001,24404,1604.0,687.0,25.01
Cameroon,2002,20679,1604.0,815.79,25.26
Cameroon,2004,19166,1604.0,849.48,25.42
Cameroon,2005,21334,1604.0,829.59,25.36
Cameroon,2006,22224,1604.0,950.22,25.39
Cameroon,2007,20000,1604.0,918.88,25.49
Cameroon,2008,20000,1604.0,882.13,25.42
Cameroon,2009,19787,1604.0,813.77,25.54
Cameroon,2010,19741,1604.0,1160.63,25.7
Cameroon,2011,20240,1604.0,1372.47,25.25
Cameroon,2012,17152,1604.0,1372.47,25.18
Cameroon,2013,19787,1604.0,1372.47,25.45
Canada,1990,68602,537.0,29568.0,8.2
Canada,1990,68602,537.0,29568.0,9.48
Canada,1990,68602,537.0,29568.0,6.07
Canada,1990,68602,537.0,29568.0,5.57
Canada,1990,68602,537.0,29568.0,7.41
Canada,1990,68602,537.0,29568.0,7.82
Canada,1991,67098,537.0,29477.5,8.13
Canada,1991,67098,537.0,29477.5,9.72
Canada,1991,67098,537.0,29477.5,5.82
Canada,1991,67098,537.0,29477.5,5.46
Canada,1991,67098,537.0,29477.5,7.55
Canada,1991,67098,537.0,29477.5,7.89
Canada,1992,56927,537.0,29387.0,6.25
Canada,1992,56927,537.0,29387.0,8.05
Canada,1992,56927,537.0,29387.0,4.41
Canada,1992,56927,537.0,29387.0,3.69
Canada,1992,56927,537.0,29387.0,5.79
Canada,1992,56927,537.0,29387.0,8.77
Canada,1993,64241,537.0,29296.5,6.48
Canada,1993,64241,537.0,29296.5,8.11
Canada,1993,64241,537.0,29296.5,4.52
Canada,1993,64241,537.0,29296.5,3.96
Canada,1993,64241,537.0,29296.5,5.87
Canada,1993,64241,537.0,29296.5,7.69
Canada,1994,73748,537.0,29206.0,6.52
Canada,1994,73748,537.0,29206.0,8.11
Canada,1994,73748,537.0,29206.0,4.72
Canada,1994,73748,537.0,29206.0,4.06
Canada,1994,73748,537.0,29206.0,5.95
Canada,1994,73748,537.0,29206.0,8.27
Canada,1995,72528,537.0,32223.4,7.19
Canada,1995,72528,537.0,32223.4,8.52
Canada,1995,72528,537.0,32223.4,5.47
Canada,1995,72528,537.0,32223.4,4.81
Canada,1995,72528,537.0,32223.4,6.38
Canada,1995,72528,537.0,32223.4,8.49
Canada,1996,69141,537.0,35240.8,6.88
Canada,1996,69141,537.0,35240.8,7.85
Canada,1996,69141,537.0,35240.8,5.25
Canada,1996,69141,537.0,35240.8,4.66
Canada,1996,69141,537.0,35240.8,5.81
Canada,1996,69141,537.0,35240.8,7.16
Canada,1997,68702,537.0,38258.2,6.72
Canada,1997,68702,537.0,38258.2,8.09
Canada,1997,68702,537.0,38258.2,4.54
Canada,1997,68702,537.0,38258.2,3.99
Canada,1997,68702,537.0,38258.2,6.0
Canada,1997,68702,537.0,38258.2,8.23
Canada,1998,80054,537.0,41275.6,9.01
Canada,1998,80054,537.0,41275.6,10.6
Canada,1998,80054,537.0,41275.6,7.0
Canada,1998,80054,537.0,41275.6,6.68
Canada,1998,80054,537.0,41275.6,8.54
Canada,1998,80054,537.0,41275.6,8.72
Canada,1999,79747,537.0,44293.0,8.29
Canada,1999,79747,537.0,44293.0,9.53
Canada,1999,79747,537.0,44293.0,6.71
Canada,1999,79747,537.0,44293.0,6.02
Canada,1999,79747,537.0,44293.0,7.75
Canada,1999,79747,537.0,44293.0,7.69
Canada,2000,62844,537.0,39667.0,6.93
Canada,2000,62844,537.0,39667.0,8.67
Canada,2000,62844,537.0,39667.0,5.14
Canada,2000,62844,537.0,39667.0,4.61
Canada,2000,62844,537.0,39667.0,6.67
Canada,2000,62844,537.0,39667.0,7.63
Canada,2001,66187,537.0,38456.0,8.47
Canada,2001,66187,537.0,38456.0,9.63
Canada,2001,66187,537.0,38456.0,6.46
Canada,2001,66187,537.0,38456.0,6.01
Canada,2001,66187,537.0,38456.0,7.76
Canada,2001,66187,537.0,38456.0,7.77
Canada,2002,70128,537.0,34226.0,8.18
Canada,2002,70128,537.0,34226.0,9.45
Canada,2002,70128,537.0,34226.0,6.01
Canada,2002,70128,537.0,34226.0,5.47
Canada,2002,70128,537.0,34226.0,7.48
Canada,2002,70128,537.0,34226.0,7.82
Canada,2004,82410,537.0,36138.0,7.02
Canada,2004,82410,537.0,36138.0,8.63
Canada,2004,82410,537.0,36138.0,4.91
Canada,2004,82410,537.0,36138.0,4.46
Canada,2004,82410,537.0,36138.0,6.4
Canada,2004,82410,537.0,36138.0,8.95
Canada,2005,86035,537.0,36363.0,7.89
Canada,2005,86035,537.0,36363.0,9.05
Canada,2005,86035,537.0,36363.0,5.95
Canada,2005,86035,537.0,36363.0,5.53
Canada,2005,86035,537.0,36363.0,7.22
Canada,2005,86035,537.0,36363.0,8.38
Canada,2006,84737,537.0,36572.75,8.66
Canada,2006,84737,537.0,36572.75,9.83
Canada,2006,84737,537.0,36572.75,6.95
Canada,2006,84737,537.0,36572.75,6.3
Canada,2006,84737,537.0,36572.75,7.85
Canada,2006,84737,537.0,36572.75,8.31
Canada,2007,85108,537.0,45140.03,7.42
Canada,2007,85108,537.0,45140.03,9.14
Canada,2007,85108,537.0,45140.03,5.25
Canada,2007,85108,537.0,45140.03,4.96
Canada,2007,85108,537.0,45140.03,7.07
Canada,2007,85108,537.0,45140.03,7.72
Canada,2008,90623,537.0,53707.3,7.5
Canada,2008,90623,537.0,53707.3,8.61
Canada,2008,90623,537.0,53707.3,5.62
Canada,2008,90623,537.0,53707.3,5.01
Canada,2008,90623,537.0,53707.3,6.58
Canada,2008,90623,537.0,53707.3,7.3
Canada,2009,83723,537.0,54529.4,7.12
Canada,2009,83723,537.0,54529.4,8.38
Canada,2009,83723,537.0,54529.4,5.27
Canada,2009,83723,537.0,54529.4,4.71
Canada,2009,83723,537.0,54529.4,6.28
Canada,2009,83723,537.0,54529.4,7.8
Canada,2010,97385,537.0,61050.0,8.64
Canada,2010,97385,537.0,61050.0,9.47
Canada,2010,97385,537.0,61050.0,7.11
Canada,2010,97385,537.0,61050.0,6.73
Canada,2010,97385,537.0,61050.0,7.77
Canada,2010,97385,537.0,61050.0,8.33
Canada,2011,88946,537.0,62107.2,8.34
Canada,2011,88946,537.0,62107.2,9.32
Canada,2011,88946,537.0,62107.2,6.52
Canada,2011,88946,537.0,62107.2,6.14
Canada,2011,88946,537.0,62107.2,7.3
Canada,2011,88946,537.0,62107.2,7.21
Canada,2012,92109,537.0,73508.9,9.24
Canada,2012,92109,537.0,73508.9,10.51
Canada,2012,92109,537.0,73508.9,7.09
Canada,2012,92109,537.0,73508.9,6.59
Canada,2012,92109,537.0,73508.9,8.66
Canada,2012,92109,537.0,73508.9,7.85
Canada,2013,95878,537.0,81659.8,9.19
Canada,2013,95878,537.0,81659.8,10.11
Canada,2013,95878,537.0,81659.8,7.86
Canada,2013,95878,537.0,81659.8,7.08
Canada,2013,95878,537.0,81659.8,8.46
Canada,2013,95878,537.0,81659.8,9.85
Central African Republic,1990,7324,1342.0,0.04,25.42
Central African Republic,1991,8149,1342.0,0.04,25.45
Central African Republic,1992,9038,1342.0,0.04,24.81
Central African Republic,1993,9038,1342.0,0.25,25.14
Central African Republic,1994,8500,1342.0,2.16,25.39
Central African Republic,1995,8500,1342.0,22.87,25.5
Central African Republic,1996,8500,1342.0,22.87,25.32
Central African Republic,1997,9178,1342.0,22.87,25.69
Central African Republic,1998,9799,1342.0,22.87,25.96
Central African Republic,1999,10556,1342.0,22.87,25.05
Central African Republic,2000,10600,1342.0,22.87,25.4
Central African Republic,2001,10700,1342.0,22.87,25.28
Central African Republic,2002,9826,1342.0,22.87,25.44
Central African Republic,2004,9615,1342.0,22.87,25.67
Central African Republic,2005,9034,1342.0,22.87,25.92
Central African Republic,2006,9010,1342.0,22.87,25.85
Central African Republic,2007,8500,1342.0,22.87,25.88
Central African Republic,2008,8500,1342.0,22.87,25.76
Central African Republic,2009,8500,1342.0,22.87,26.17
Central African Republic,2010,16148,1342.0,22.87,26.06
Central African Republic,2011,16804,1342.0,22.87,25.23
Central African Republic,2012,17505,1342.0,22.87,25.28
Central African Republic,2013,12446,1342.0,22.87,25.69
Chile,1990,81395,1522.0,15373.0,12.88
Chile,1990,81395,1522.0,15373.0,6.11
Chile,1991,83916,1522.0,15373.0,13.0
Chile,1991,83916,1522.0,15373.0,6.37
Chile,1992,84884,1522.0,15373.0,12.93
Chile,1992,84884,1522.0,15373.0,5.97
Chile,1993,84890,1522.0,15373.0,13.26
Chile,1993,84890,1522.0,15373.0,6.16
Chile,1994,89381,1522.0,15373.0,13.42
Chile,1994,89381,1522.0,15373.0,6.7
Chile,1995,91000,1522.0,15373.0,13.02
Chile,1995,91000,1522.0,15373.0,6.4
Chile,1996,94453,1522.0,15373.0,13.16
Chile,1996,94453,1522.0,15373.0,6.26
Chile,1997,82417,1522.0,15373.0,13.66
Chile,1997,82417,1522.0,15373.0,6.8
Chile,1998,94006,1522.0,15373.0,13.19
Chile,1998,94006,1522.0,15373.0,6.28
Chile,1999,85153,1522.0,15373.0,13.24
Chile,1999,85153,1522.0,15373.0,5.93
Chile,2000,94120,1522.0,14264.54,12.99
Chile,2000,94120,1522.0,14264.54,5.95
Chile,2001,94306,1522.0,13156.09,13.16
Chile,2001,94306,1522.0,13156.09,6.41
Chile,2002,105902,1522.0,12047.63,12.95
Chile,2002,105902,1522.0,12047.63,6.25
Chile,2004,110678,1522.0,9830.72,13.44
Chile,2004,110678,1522.0,9830.72,6.32
Chile,2005,112285,1522.0,9830.72,13.06
Chile,2005,112285,1522.0,9830.72,6.22
Chile,2006,111840,1522.0,9830.72,13.19
Chile,2006,111840,1522.0,9830.72,6.84
Chile,2007,89302,1522.0,9830.72,12.31
Chile,2007,89302,1522.0,9830.72,5.51
Chile,2008,101411,1522.0,9830.72,13.69
Chile,2008,101411,1522.0,9830.72,6.57
Chile,2009,104956,1522.0,9830.72,13.04
Chile,2009,104956,1522.0,9830.72,6.7
Chile,2010,110808,1522.0,9830.72,12.69
Chile,2010,110808,1522.0,9830.72,6.13
Chile,2011,119978,1522.0,9830.72,13.25
Chile,2011,119978,1522.0,9830.72,6.27
Chile,2012,107224,1522.0,9830.72,13.48
Chile,2012,107224,1522.0,9830.72,6.82
Chile,2013,106321,1522.0,9830.72,13.07
Chile,2013,106321,1522.0,9830.72,5.94
Colombia,1990,14498,3240.0,18058.29,27.22
Colombia,1990,14498,3240.0,18058.29,22.4
Colombia,1991,15498,3240.0,16817.0,27.3
Colombia,1991,15498,3240.0,16817.0,22.53
Colombia,1992,15175,3240.0,15305.94,27.38
Colombia,1992,15175,3240.0,15305.94,22.67
Colombia,1993,15465,3240.0,14961.81,27.42
Colombia,1993,15465,3240.0,14961.81,22.29
Colombia,1994,15671,3240.0,17051.34,27.17
Colombia,1994,15671,3240.0,17051.34,22.33
Colombia,1995,15537,3240.0,20156.23,27.3
Colombia,1995,15537,3240.0,20156.23,22.27
Colombia,1996,16293,3240.0,18131.0,27.12
Colombia,1996,16293,3240.0,18131.0,22.07
Colombia,1997,17054,3240.0,16005.0,27.54
Colombia,1997,17054,3240.0,16005.0,22.9
Colombia,1998,16598,3240.0,60687.0,27.67
Colombia,1998,16598,3240.0,60687.0,23.07
Colombia,1999,17961,3240.0,66088.0,26.77
Colombia,1999,17961,3240.0,66088.0,21.83
Colombia,2000,21064,3240.0,75843.0,26.98
Colombia,2000,21064,3240.0,75843.0,22.01
Colombia,2001,20755,3240.0,85515.3,27.28
Colombia,2001,20755,3240.0,85515.3,22.5
Colombia,2002,22773,3240.0,84023.26,27.77
Colombia,2002,22773,3240.0,84023.26,22.73
Colombia,2004,26357,3240.0,105514.19,27.3
Colombia,2004,26357,3240.0,105514.19,22.63
Colombia,2005,27537,3240.0,117881.45,27.56
Colombia,2005,27537,3240.0,117881.45,22.69
Colombia,2006,25368,3240.0,98328.63,27.51
Colombia,2006,25368,3240.0,98328.63,22.6
Colombia,2007,27661,3240.0,82439.06,27.45
Colombia,2007,27661,3240.0,82439.06,22.48
Colombia,2008,27712,3240.0,48538.97,27.16
Colombia,2008,27712,3240.0,48538.97,22.07
Colombia,2009,26845,3240.0,51435.13,27.68
Colombia,2009,26845,3240.0,51435.13,22.87
Colombia,2010,27227,3240.0,48618.46,27.54
Colombia,2010,27227,3240.0,48618.46,22.68
Colombia,2011,28591,3240.0,53797.0,27.18
Colombia,2011,28591,3240.0,53797.0,22.33
Colombia,2012,29052,3240.0,48727.73,27.56
Colombia,2012,29052,3240.0,48727.73,22.58
Colombia,2013,28246,3240.0,54563.38,27.6
Colombia,2013,28246,3240.0,54563.38,22.85
Croatia,1992,41535,1113.0,2304.0,10.78
Croatia,1993,44822,1113.0,2675.33,10.19
Croatia,1994,45529,1113.0,3046.67,11.33
Croatia,1995,49027,1113.0,3418.0,10.14
Croatia,1996,52192,1113.0,3148.0,9.24
Croatia,1997,58802,1113.0,3026.25,10.18
Croatia,1998,52474,1113.0,2904.5,10.42
Croatia,1999,55584,1113.0,2782.75,10.51
Croatia,2000,40701,1113.0,2661.0,11.45
Croatia,2001,56659,1113.0,2539.25,10.74
Croatia,2002,63767,1113.0,2417.5,11.18
Croatia,2004,63054,1113.0,2174.0,10.06
Croatia,2005,69182,1113.0,2053.0,9.62
Croatia,2006,65312,1113.0,2150.0,10.56
Croatia,2007,49371,1113.0,2015.0,11.31
Croatia,2008,79759,1113.0,2388.0,11.09
Croatia,2009,73508,1113.0,2070.0,11.06
Croatia,2010,69678,1113.0,1540.0,10.0
Croatia,2011,56817,1113.0,1638.74,11.02
Croatia,2012,43374,1113.0,1737.47,11.12
Croatia,2013,65000,1113.0,1836.21,11.58
Denmark,2010,48105,703.0,3894.0,7.54
Denmark,2011,52170,703.0,4249.48,9.31
Denmark,2012,58217,703.0,5716.0,8.7
Denmark,2013,59141,703.0,4118.0,8.81
Dominican Republic,1990,16479,1410.0,4971.0,26.67
Dominican Republic,1990,16479,1410.0,4971.0,26.61
Dominican Republic,1991,16223,1410.0,4971.0,26.57
Dominican Republic,1991,16223,1410.0,4971.0,26.43
Dominican Republic,1992,13760,1410.0,4971.0,26.45
Dominican Republic,1992,13760,1410.0,4971.0,26.4
Dominican Republic,1993,14105,1410.0,4971.0,26.41
Dominican Republic,1993,14105,1410.0,4971.0,26.38
Dominican Republic,1994,10268,1410.0,4971.0,26.78
Dominican Republic,1994,10268,1410.0,4971.0,26.64
Dominican Republic,1995,14034,1410.0,3449.0,26.82
Dominican Republic,1995,14034,1410.0,3449.0,26.78
Dominican Republic,1996,13584,1410.0,3493.0,26.29
Dominican Republic,1996,13584,1410.0,3493.0,26.31
Dominican Republic,1997,11770,1410.0,3846.0,27.18
Dominican Republic,1997,11770,1410.0,3846.0,27.01
Dominican Republic,1998,13001,1410.0,4375.0,27.16
Dominican Republic,1998,13001,1410.0,4375.0,27.14
Dominican Republic,1999,12633,1410.0,5398.0,26.66
Dominican Republic,1999,12633,1410.0,5398.0,26.62
Dominican Republic,2000,12343,1410.0,5082.0,26.37
Dominican Republic,2000,12343,1410.0,5082.0,26.35
Dominican Republic,2001,13390,1410.0,7182.0,26.78
Dominican Republic,2001,13390,1410.0,7182.0,26.8
Dominican Republic,2002,12960,1410.0,4018.07,27.08
Dominican Republic,2002,12960,1410.0,4018.07,27.05
Dominican Republic,2004,14924,1410.0,3713.96,26.83
Dominican Republic,2004,14924,1410.0,3713.96,26.71
Dominican Republic,2005,14206,1410.0,3515.56,27.03
Dominican Republic,2005,14206,1410.0,3515.56,26.9
Dominican Republic,2006,13900,1410.0,4116.45,27.01
Dominican Republic,2006,13900,1410.0,4116.45,27.08
Dominican Republic,2007,13350,1410.0,5689.8,27.08
Dominican Republic,2007,13350,1410.0,5689.8,27.12
Dominican Republic,2008,14532,1410.0,5409.43,26.76
Dominican Republic,2008,14532,1410.0,5409.43,26.56
Dominican Republic,2009,14645,1410.0,5975.25,26.91
Dominican Republic,2009,14645,1410.0,5975.25,26.88
Dominican Republic,2010,16818,1410.0,6316.61,26.93
Dominican Republic,2010,16818,1410.0,6316.61,27.01
Dominican Republic,2011,16229,1410.0,6316.61,26.79
Dominican Republic,2011,16229,1410.0,6316.61,26.66
Dominican Republic,2012,15675,1410.0,6316.61,26.87
Dominican Republic,2012,15675,1410.0,6316.61,26.84
Dominican Republic,2013,15764,1410.0,6316.61,26.51
Dominican Republic,2013,15764,1410.0,6316.61,26.88
Ecuador,1990,10602,2274.0,2537.0,21.82
Ecuador,1990,10602,2274.0,2537.0,17.6
Ecuador,1990,10602,2274.0,2537.0,22.12
Ecuador,1991,13821,2274.0,2377.0,21.91
Ecuador,1991,13821,2274.0,2377.0,17.59
Ecuador,1991,13821,2274.0,2377.0,22.18
Ecuador,1992,10416,2274.0,2012.0,21.94
Ecuador,1992,10416,2274.0,2012.0,17.67
Ecuador,1992,10416,2274.0,2012.0,22.19
Ecuador,1993,11442,2274.0,1844.0,21.86
Ecuador,1993,11442,2274.0,1844.0,17.42
Ecuador,1993,11442,2274.0,1844.0,22.15
Ecuador,1994,11208,2274.0,2670.0,21.46
Ecuador,1994,11208,2274.0,2670.0,17.4
Ecuador,1994,11208,2274.0,2670.0,21.8
Ecuador,1995,11551,2274.0,2658.0,21.96
Ecuador,1995,11551,2274.0,2658.0,17.7
Ecuador,1995,11551,2274.0,2658.0,22.19
Ecuador,1996,11425,2274.0,2407.0,21.34
Ecuador,1996,11425,2274.0,2407.0,17.23
Ecuador,1996,11425,2274.0,2407.0,21.69
Ecuador,1997,11482,2274.0,7612.0,22.88
Ecuador,1997,11482,2274.0,7612.0,17.82
Ecuador,1997,11482,2274.0,7612.0,23.0
Ecuador,1998,10743,2274.0,21500.0,22.59
Ecuador,1998,10743,2274.0,21500.0,18.12
